level1_time,level1_attempts,level1_hints,level1_stars,level2_time,level2_attempts,level2_hints,level2_stars,level3_time,level3_attempts,level3_hints,level3_stars,difficulty_label,difficulty_name
113,5,1,2,114,3,3,2,58,4,2,2,1,easy-moderate
126,5,3,2,72,5,1,2,96,3,3,1,1,easy-moderate
102,3,1,1,123,4,3,2,85,5,3,1,1,easy-moderate
92,3,3,1,67,5,1,1,71,4,3,1,1,easy-moderate
83,5,2,1,126,3,3,2,59,3,1,2,1,easy-moderate
125,5,2,2,87,5,3,2,114,5,2,2,1,easy-moderate
112,4,2,1,71,3,1,2,114,4,2,2,1,easy-moderate
91,3,1,2,110,4,3,1,57,5,3,1,1,easy-moderate
84,3,1,1,113,5,1,2,66,5,2,2,1,easy-moderate
109,4,1,1,111,3,1,1,107,3,3,2,1,easy-moderate
109,3,1,1,114,3,3,2,60,3,3,1,1,easy-moderate
127,4,1,2,74,5,3,1,98,3,3,2,1,easy-moderate
123,5,1,2,89,4,1,2,102,4,3,2,1,easy-moderate
129,4,3,1,110,4,3,1,106,3,3,1,1,easy-moderate
56,4,1,1,127,3,3,2,89,4,1,2,1,easy-moderate
106,4,2,2,114,5,3,2,76,4,1,1,1,easy-moderate
83,4,1,2,112,3,3,2,106,4,2,2,1,easy-moderate
123,4,2,2,117,4,3,1,71,5,1,2,1,easy-moderate
118,4,2,1,77,5,1,1,112,5,1,1,1,easy-moderate
108,4,1,2,62,5,3,1,88,3,3,1,1,easy-moderate
76,5,2,1,55,3,2,1,91,5,3,1,1,easy-moderate
115,5,3,2,105,5,2,2,65,4,3,2,1,easy-moderate
119,3,1,1,79,5,1,2,95,4,1,2,1,easy-moderate
90,4,3,2,113,4,3,2,96,4,1,2,1,easy-moderate
98,4,3,1,117,3,3,2,129,3,1,1,1,easy-moderate
97,4,3,1,63,3,3,1,61,3,3,1,1,easy-moderate
72,5,2,1,76,4,2,2,75,3,2,1,1,easy-moderate
86,3,2,2,127,4,3,2,98,3,2,2,1,easy-moderate
104,5,1,1,114,5,2,2,58,3,1,2,1,easy-moderate
128,3,2,1,106,5,2,1,57,3,3,1,1,easy-moderate
104,4,2,1,128,4,2,1,60,4,2,1,1,easy-moderate
118,3,3,2,127,5,3,1,68,3,1,2,1,easy-moderate
79,4,2,2,68,4,2,1,60,5,2,2,1,easy-moderate
117,4,2,2,119,4,3,2,85,3,1,2,1,easy-moderate
100,3,1,2,114,4,2,1,103,5,3,1,1,easy-moderate
77,5,2,2,72,4,1,2,95,3,2,2,1,easy-moderate
115,3,2,1,93,4,2,2,78,4,3,2,1,easy-moderate
108,4,2,1,101,4,1,1,94,3,3,2,1,easy-moderate
84,4,2,2,85,4,3,2,118,3,3,1,1,easy-moderate
78,4,1,1,85,3,3,2,76,4,1,2,1,easy-moderate
117,4,1,1,69,4,2,2,78,5,2,2,1,easy-moderate
104,3,1,2,79,4,2,2,99,4,2,1,1,easy-moderate
88,4,3,2,106,3,2,1,69,4,1,1,1,easy-moderate
64,3,3,2,122,4,2,1,94,4,1,2,1,easy-moderate
94,5,3,1,82,3,2,1,85,3,1,2,1,easy-moderate
87,3,2,1,60,3,3,1,108,3,1,2,1,easy-moderate
111,4,2,1,60,4,2,2,102,4,2,1,1,easy-moderate
117,4,3,1,122,3,1,1,96,3,2,2,1,easy-moderate
105,3,3,2,63,5,1,1,121,3,2,2,1,easy-moderate
111,4,3,1,119,4,1,2,112,3,3,1,1,easy-moderate
76,3,1,1,55,5,1,1,56,3,3,1,1,easy-moderate
106,3,1,2,64,4,3,1,89,4,1,1,1,easy-moderate
96,5,3,1,60,5,3,1,86,4,1,2,1,easy-moderate
110,3,3,1,78,5,1,2,96,5,3,2,1,easy-moderate
110,4,1,1,105,3,2,2,130,4,2,2,1,easy-moderate
119,3,2,2,57,4,3,1,107,5,3,1,1,easy-moderate
72,5,2,2,68,3,2,1,91,4,3,2,1,easy-moderate
74,5,1,1,111,3,1,2,72,5,3,1,1,easy-moderate
84,3,3,2,100,5,1,1,127,3,3,2,1,easy-moderate
115,4,3,2,74,5,2,2,95,3,2,2,1,easy-moderate
103,3,3,2,60,4,1,2,112,4,1,2,1,easy-moderate
77,3,3,1,100,5,1,1,124,3,2,2,1,easy-moderate
122,3,3,1,122,5,2,2,119,5,2,1,1,easy-moderate
79,3,1,1,61,5,3,2,120,3,2,1,1,easy-moderate
107,5,1,2,89,3,1,2,98,4,1,2,1,easy-moderate
126,5,2,1,105,3,2,2,55,4,1,1,1,easy-moderate
91,3,3,1,105,3,2,2,108,3,3,1,1,easy-moderate
104,5,3,1,107,5,1,2,87,4,3,1,1,easy-moderate
92,5,2,1,67,5,2,2,96,4,2,1,1,easy-moderate
108,5,2,1,85,5,1,2,86,3,2,2,1,easy-moderate
99,4,1,2,69,4,3,1,99,4,3,2,1,easy-moderate
79,4,1,1,86,5,3,1,72,3,3,1,1,easy-moderate
85,4,2,2,67,4,2,2,103,4,1,1,1,easy-moderate
86,5,2,2,68,4,2,1,70,4,1,1,1,easy-moderate
95,4,1,1,126,3,1,2,112,4,3,1,1,easy-moderate
85,4,2,1,96,5,2,1,91,4,2,1,1,easy-moderate
126,4,1,1,113,5,2,2,60,5,2,1,1,easy-moderate
77,3,2,1,127,3,1,2,86,4,1,1,1,easy-moderate
122,3,2,2,57,3,1,1,79,4,3,1,1,easy-moderate
121,4,2,1,73,4,1,2,105,3,1,1,1,easy-moderate
113,3,2,1,79,5,2,1,86,5,2,1,1,easy-moderate
122,4,1,1,73,4,3,2,59,4,1,2,1,easy-moderate
120,5,3,1,111,5,1,1,111,4,2,2,1,easy-moderate
83,3,3,2,79,4,1,2,120,4,3,2,1,easy-moderate
128,4,3,1,128,3,3,2,82,3,3,1,1,easy-moderate
90,3,3,1,126,5,2,2,85,4,1,1,1,easy-moderate
68,4,2,2,112,4,1,2,81,5,2,1,1,easy-moderate
66,3,1,2,124,5,1,2,77,4,1,1,1,easy-moderate
116,4,1,1,88,4,2,1,122,4,2,2,1,easy-moderate
113,4,2,2,58,3,3,1,57,5,2,1,1,easy-moderate
82,4,3,2,99,3,3,1,126,3,1,1,1,easy-moderate
60,5,1,1,59,5,1,2,83,4,1,2,1,easy-moderate
75,4,2,1,88,4,3,2,87,5,2,2,1,easy-moderate
124,3,1,1,77,3,2,1,110,5,2,1,1,easy-moderate
79,3,3,2,117,5,1,1,111,5,3,1,1,easy-moderate
83,4,1,2,55,4,3,1,107,4,1,2,1,easy-moderate
98,4,1,2,106,4,2,1,114,5,3,2,1,easy-moderate
114,3,3,1,89,4,3,2,100,4,3,2,1,easy-moderate
130,5,1,1,86,4,1,1,111,5,2,2,1,easy-moderate
65,5,1,2,108,4,3,1,63,4,2,2,1,easy-moderate
127,4,2,2,78,3,2,1,130,3,1,1,1,easy-moderate
92,3,1,2,120,3,3,1,130,4,3,1,1,easy-moderate
57,3,2,2,92,4,1,2,72,4,1,1,1,easy-moderate
127,5,2,2,120,4,1,1,122,5,1,2,1,easy-moderate
110,4,2,1,125,3,2,2,57,4,2,1,1,easy-moderate
127,5,2,1,106,3,2,1,67,5,1,2,1,easy-moderate
89,5,2,2,69,4,2,1,68,5,1,1,1,easy-moderate
104,3,1,1,69,5,3,1,114,3,2,1,1,easy-moderate
58,4,1,1,113,5,3,2,106,5,2,2,1,easy-moderate
97,4,3,1,97,4,3,2,79,4,2,2,1,easy-moderate
118,5,1,1,57,3,1,1,114,3,3,2,1,easy-moderate
114,4,1,1,59,3,3,1,65,5,1,1,1,easy-moderate
124,4,1,1,78,5,2,2,89,4,3,1,1,easy-moderate
107,3,1,2,62,5,2,1,72,4,1,1,1,easy-moderate
122,3,1,2,82,4,3,2,102,5,3,1,1,easy-moderate
94,5,1,1,99,4,3,2,97,5,1,1,1,easy-moderate
102,3,3,1,99,3,1,1,83,4,3,2,1,easy-moderate
111,4,3,1,93,3,3,1,79,4,2,2,1,easy-moderate
116,5,3,1,67,5,3,1,60,4,1,1,1,easy-moderate
123,3,2,2,59,5,3,1,73,5,1,2,1,easy-moderate
95,4,1,1,93,4,2,1,130,3,1,1,1,easy-moderate
116,4,3,2,76,4,3,2,61,4,1,2,1,easy-moderate
56,5,3,2,93,4,3,2,58,4,1,2,1,easy-moderate
97,3,1,1,93,5,2,2,119,4,2,1,1,easy-moderate
79,3,2,1,127,3,2,2,95,5,2,1,1,easy-moderate
85,3,1,1,75,4,2,1,104,4,2,1,1,easy-moderate
109,3,3,2,55,3,2,2,57,5,3,2,1,easy-moderate
85,4,1,1,72,3,2,2,108,5,2,2,1,easy-moderate
95,5,2,2,65,4,1,1,63,5,3,1,1,easy-moderate
110,3,1,2,111,5,3,2,100,4,1,1,1,easy-moderate
70,4,1,1,130,3,3,1,116,4,3,2,1,easy-moderate
65,5,3,1,123,5,1,1,101,3,3,2,1,easy-moderate
106,4,2,2,105,3,1,1,102,3,1,2,1,easy-moderate
88,5,2,2,69,4,1,1,124,5,2,1,1,easy-moderate
104,3,2,1,55,5,2,1,106,4,3,2,1,easy-moderate
114,5,1,1,56,3,3,2,89,4,2,1,1,easy-moderate
115,4,2,1,119,5,3,2,78,3,3,2,1,easy-moderate
95,5,3,2,81,5,2,1,63,4,3,1,1,easy-moderate
70,4,2,1,129,5,2,2,69,3,3,2,1,easy-moderate
125,5,2,1,101,5,1,1,76,3,1,2,1,easy-moderate
65,5,3,2,109,3,1,2,93,5,2,1,1,easy-moderate
123,4,1,2,76,4,3,2,95,4,1,1,1,easy-moderate
102,4,3,1,80,3,2,1,71,5,3,1,1,easy-moderate
73,3,3,1,72,3,3,2,92,4,3,1,1,easy-moderate
106,3,3,2,62,5,1,2,126,5,3,1,1,easy-moderate
117,3,3,1,100,5,2,2,94,5,2,1,1,easy-moderate
79,4,3,1,110,5,1,2,103,4,3,1,1,easy-moderate
79,5,2,2,77,5,1,2,70,4,1,2,1,easy-moderate
98,5,3,1,122,3,3,2,75,3,2,1,1,easy-moderate
118,3,3,1,61,3,2,1,74,4,3,1,1,easy-moderate
76,5,2,2,127,5,1,2,78,4,2,2,1,easy-moderate
129,4,2,1,84,4,3,1,65,3,2,1,1,easy-moderate
98,3,3,2,59,5,3,2,59,4,1,1,1,easy-moderate
110,5,1,1,78,4,2,1,99,4,2,2,1,easy-moderate
75,4,1,1,119,5,1,1,91,3,2,2,1,easy-moderate
81,5,1,2,92,5,1,2,121,3,1,2,1,easy-moderate
113,4,1,2,59,5,3,1,98,3,3,1,1,easy-moderate
64,5,2,2,57,3,1,2,79,4,1,1,1,easy-moderate
78,4,2,1,68,3,3,2,55,5,3,2,1,easy-moderate
60,4,2,2,85,5,2,2,122,3,3,1,1,easy-moderate
125,3,3,2,60,3,1,1,58,3,2,1,1,easy-moderate
91,4,2,1,62,4,2,2,122,3,1,2,1,easy-moderate
68,4,3,2,60,4,3,1,69,3,2,2,1,easy-moderate
56,5,1,2,64,3,2,2,70,5,3,1,1,easy-moderate
64,3,3,2,75,5,1,1,87,3,1,2,1,easy-moderate
72,3,2,2,83,3,2,1,58,3,3,1,1,easy-moderate
70,5,3,1,74,5,3,2,124,4,2,1,1,easy-moderate
60,5,1,2,75,4,2,2,78,4,3,1,1,easy-moderate
65,5,2,1,55,3,1,1,106,3,2,2,1,easy-moderate
86,4,3,1,121,5,2,1,77,4,1,2,1,easy-moderate
126,4,1,1,89,3,3,1,61,5,2,2,1,easy-moderate
127,3,3,1,124,3,2,1,117,3,1,2,1,easy-moderate
106,3,1,1,72,5,2,1,106,4,2,2,1,easy-moderate
118,4,1,2,62,5,1,2,116,4,3,1,1,easy-moderate
56,4,1,2,81,4,2,2,75,5,3,2,1,easy-moderate
92,3,3,1,110,4,2,2,88,3,1,2,1,easy-moderate
91,5,3,2,55,5,1,1,84,3,3,1,1,easy-moderate
104,5,1,1,93,3,2,2,124,3,3,2,1,easy-moderate
106,3,1,2,100,4,2,2,73,4,1,1,1,easy-moderate
102,3,1,1,101,4,1,1,101,4,2,1,1,easy-moderate
75,5,1,2,64,5,2,1,123,3,2,1,1,easy-moderate
106,5,1,2,70,4,1,2,65,4,3,2,1,easy-moderate
108,4,2,1,121,4,2,1,78,3,1,2,1,easy-moderate
99,4,1,2,89,4,2,1,82,3,1,2,1,easy-moderate
114,3,3,2,85,5,3,1,116,4,1,2,1,easy-moderate
92,3,2,1,108,5,3,2,111,4,1,1,1,easy-moderate
102,3,1,1,91,3,1,2,62,3,1,1,1,easy-moderate
65,4,3,1,63,4,2,2,86,5,3,2,1,easy-moderate
113,3,1,1,125,4,1,1,105,3,2,2,1,easy-moderate
108,5,1,1,107,4,2,2,98,4,1,2,1,easy-moderate
91,3,3,1,83,5,3,1,109,5,2,2,1,easy-moderate
114,5,3,2,91,3,1,1,77,5,2,2,1,easy-moderate
103,5,1,1,62,4,2,2,111,3,2,2,1,easy-moderate
84,4,3,1,90,3,3,2,56,4,3,2,1,easy-moderate
64,3,1,2,64,5,1,1,64,4,1,1,1,easy-moderate
100,5,1,1,91,4,1,2,95,5,3,1,1,easy-moderate
78,3,2,2,59,4,2,1,93,4,1,2,1,easy-moderate
116,3,3,2,85,5,1,2,71,3,1,2,1,easy-moderate
118,5,1,2,126,3,1,2,79,4,3,2,1,easy-moderate
89,4,1,2,80,3,3,2,116,4,1,1,1,easy-moderate
92,5,3,2,105,4,2,2,68,4,1,2,1,easy-moderate
127,3,2,1,86,5,2,1,112,3,2,1,1,easy-moderate
120,5,2,2,126,4,2,1,71,5,1,2,1,easy-moderate
97,3,1,1,112,5,2,1,118,3,3,2,1,easy-moderate
65,5,3,1,92,5,3,2,122,4,2,1,1,easy-moderate
69,4,2,2,102,5,3,2,105,3,2,2,1,easy-moderate
80,5,3,1,129,3,3,1,75,5,2,2,1,easy-moderate
99,4,3,2,90,3,2,2,113,4,1,1,1,easy-moderate
128,5,2,1,56,5,1,2,79,3,1,1,1,easy-moderate
77,3,3,2,64,3,2,1,115,4,2,2,1,easy-moderate
61,4,2,2,64,4,2,1,91,3,3,2,1,easy-moderate
113,3,1,2,126,3,1,2,83,5,3,2,1,easy-moderate
82,4,2,1,92,3,3,2,60,3,1,2,1,easy-moderate
57,5,1,2,91,5,3,2,101,5,1,2,1,easy-moderate
65,4,3,2,129,4,2,1,90,3,3,1,1,easy-moderate
95,4,3,1,62,4,3,1,62,4,1,1,1,easy-moderate
80,5,1,1,113,3,2,2,65,3,1,2,1,easy-moderate
106,3,3,2,83,5,2,2,101,5,1,2,1,easy-moderate
56,5,3,1,115,3,3,1,73,5,2,1,1,easy-moderate
95,3,3,2,81,3,2,2,119,4,2,2,1,easy-moderate
97,5,1,1,78,5,2,2,90,5,2,2,1,easy-moderate
105,3,3,2,80,4,3,2,85,5,3,2,1,easy-moderate
91,4,2,1,120,5,2,2,85,5,2,1,1,easy-moderate
73,4,2,1,118,5,1,1,94,3,3,1,1,easy-moderate
72,5,1,2,58,3,2,2,128,3,1,1,1,easy-moderate
57,5,3,1,118,5,3,1,129,4,2,2,1,easy-moderate
83,5,3,1,123,4,2,1,107,4,1,2,1,easy-moderate
116,5,3,1,119,4,1,1,58,3,2,1,1,easy-moderate
99,3,3,1,69,3,3,1,108,3,1,2,1,easy-moderate
109,3,3,2,87,4,2,1,96,5,2,1,1,easy-moderate
62,5,3,1,91,3,3,2,76,5,3,2,1,easy-moderate
101,4,1,1,106,3,1,2,103,3,3,2,1,easy-moderate
89,4,3,1,117,5,1,2,72,3,3,1,1,easy-moderate
71,5,3,1,55,4,1,1,65,3,1,2,1,easy-moderate
74,5,1,1,118,4,3,2,122,4,2,1,1,easy-moderate
64,5,2,2,56,4,3,1,125,5,1,1,1,easy-moderate
56,3,2,1,83,4,2,2,64,4,3,2,1,easy-moderate
119,5,1,2,117,5,3,1,56,3,1,1,1,easy-moderate
84,5,3,1,104,5,1,1,109,4,2,1,1,easy-moderate
96,4,1,2,103,3,3,1,88,3,2,2,1,easy-moderate
96,4,2,2,59,4,3,1,69,4,1,2,1,easy-moderate
78,4,3,1,120,4,1,2,127,4,2,2,1,easy-moderate
118,4,1,2,118,5,3,2,109,4,3,1,1,easy-moderate
63,5,3,2,105,3,2,2,121,3,3,2,1,easy-moderate
99,5,2,1,70,5,1,1,107,3,3,1,1,easy-moderate
96,5,2,2,74,4,3,1,109,5,2,2,1,easy-moderate
129,3,2,1,65,5,2,2,109,4,3,2,1,easy-moderate
86,3,3,1,91,5,1,1,86,5,3,1,1,easy-moderate
71,3,2,2,60,5,1,1,115,3,3,2,1,easy-moderate
56,3,1,1,71,3,1,2,105,3,2,2,1,easy-moderate
90,3,3,1,106,3,1,2,69,4,2,2,1,easy-moderate
68,3,3,1,97,5,3,2,111,4,2,2,1,easy-moderate
130,4,3,1,61,4,2,1,102,3,2,1,1,easy-moderate
66,4,1,2,65,4,2,1,107,4,1,2,1,easy-moderate
103,4,3,1,130,5,2,1,56,4,1,2,1,easy-moderate
69,4,3,2,129,4,1,1,110,4,1,1,1,easy-moderate
65,4,1,2,121,4,1,1,107,4,2,2,1,easy-moderate
76,4,2,1,55,5,2,1,101,5,1,1,1,easy-moderate
121,5,1,1,108,4,1,1,81,5,2,1,1,easy-moderate
114,4,3,2,76,5,2,1,80,3,1,2,1,easy-moderate
95,3,1,2,55,5,1,1,66,4,1,1,1,easy-moderate
76,5,2,1,70,4,2,1,61,4,1,1,1,easy-moderate
118,5,2,2,80,3,3,2,103,4,3,2,1,easy-moderate
72,5,2,1,60,4,3,2,126,4,1,1,1,easy-moderate
123,3,3,2,72,3,2,1,100,4,1,2,1,easy-moderate
124,5,1,1,122,5,1,2,106,4,2,1,1,easy-moderate
86,3,3,1,68,3,1,1,122,5,2,2,1,easy-moderate
121,4,1,1,56,4,2,1,90,4,1,1,1,easy-moderate
94,4,2,2,62,4,3,2,126,5,1,1,1,easy-moderate
120,5,3,2,102,3,2,1,59,5,2,1,1,easy-moderate
89,3,2,2,90,3,2,1,96,4,1,1,1,easy-moderate
126,3,3,2,83,4,2,2,115,3,1,2,1,easy-moderate
91,3,1,2,88,3,2,1,117,3,2,2,1,easy-moderate
82,3,1,1,104,5,3,1,107,5,2,1,1,easy-moderate
114,3,2,1,96,3,2,2,58,3,3,1,1,easy-moderate
90,3,3,2,55,4,2,2,83,4,1,1,1,easy-moderate
91,3,3,1,103,4,1,1,96,5,1,1,1,easy-moderate
129,4,1,2,105,3,2,2,114,3,2,2,1,easy-moderate
60,3,1,1,72,3,1,2,95,4,3,1,1,easy-moderate
104,5,3,1,120,3,3,1,125,5,3,2,1,easy-moderate
98,4,2,1,103,3,2,2,125,5,2,1,1,easy-moderate
104,4,3,1,119,4,3,2,109,5,2,2,1,easy-moderate
124,4,1,1,117,5,1,2,68,5,3,2,1,easy-moderate
80,3,1,2,99,5,1,2,94,4,2,1,1,easy-moderate
126,5,3,1,66,5,3,2,127,5,2,1,1,easy-moderate
56,4,1,1,114,3,3,1,107,5,2,1,1,easy-moderate
115,4,3,1,101,5,3,2,108,3,1,1,1,easy-moderate
97,4,3,2,113,5,3,2,108,3,2,1,1,easy-moderate
82,4,3,1,119,4,1,2,82,5,3,1,1,easy-moderate
76,3,1,1,93,3,1,2,58,4,3,1,1,easy-moderate
68,3,3,1,87,4,3,1,95,4,3,1,1,easy-moderate
126,4,2,2,110,4,2,2,100,4,2,1,1,easy-moderate
112,4,3,2,101,5,1,2,90,5,2,2,1,easy-moderate
59,4,3,1,80,3,2,1,79,5,2,1,1,easy-moderate
111,4,1,1,90,5,3,1,100,5,3,2,1,easy-moderate
114,4,2,2,72,5,2,2,122,5,1,2,1,easy-moderate
77,3,1,1,116,4,1,1,59,3,1,1,1,easy-moderate
67,5,1,2,117,5,1,2,125,4,1,2,1,easy-moderate
116,5,1,1,110,4,3,1,57,5,3,2,1,easy-moderate
62,3,1,1,77,5,3,1,66,3,1,1,1,easy-moderate
99,5,1,1,103,5,2,1,108,4,1,1,1,easy-moderate
99,5,2,1,57,5,1,1,85,5,1,2,1,easy-moderate
88,3,3,1,82,4,2,1,102,3,2,1,1,easy-moderate
91,3,3,2,129,3,1,2,76,3,3,2,1,easy-moderate
63,5,3,2,117,3,3,1,84,5,2,1,1,easy-moderate
91,3,2,2,65,4,2,1,118,4,1,1,1,easy-moderate
109,5,1,2,109,4,1,1,75,3,3,2,1,easy-moderate
82,3,3,2,75,5,3,2,86,5,3,1,1,easy-moderate
92,5,3,2,117,3,3,2,55,4,1,1,1,easy-moderate
101,4,3,1,104,4,3,2,130,4,2,1,1,easy-moderate
83,3,1,2,57,5,2,2,64,5,2,1,1,easy-moderate
58,3,3,2,55,3,1,2,123,5,2,2,1,easy-moderate
59,4,3,1,128,3,2,2,90,3,1,1,1,easy-moderate
90,4,3,2,68,3,3,2,105,4,3,1,1,easy-moderate
76,5,1,2,65,3,2,1,77,5,3,1,1,easy-moderate
60,3,1,1,127,5,2,1,87,5,2,1,1,easy-moderate
80,3,3,2,56,3,3,2,122,3,3,1,1,easy-moderate
81,5,2,2,97,5,2,2,113,5,3,1,1,easy-moderate
120,4,2,2,96,5,2,2,125,4,3,1,1,easy-moderate
130,3,3,1,63,3,1,2,75,3,1,1,1,easy-moderate
116,4,3,1,109,4,3,1,84,4,1,1,1,easy-moderate
124,3,2,1,107,3,3,2,123,4,3,2,1,easy-moderate
86,4,3,1,98,5,1,2,120,3,1,2,1,easy-moderate
119,4,2,1,59,5,2,2,104,5,1,1,1,easy-moderate
107,3,2,1,56,5,3,1,59,4,1,1,1,easy-moderate
118,3,2,1,69,4,1,1,92,5,3,1,1,easy-moderate
113,4,1,2,123,5,1,1,118,4,2,2,1,easy-moderate
59,5,2,1,92,5,2,2,83,3,2,1,1,easy-moderate
99,5,3,2,98,3,1,1,92,3,2,1,1,easy-moderate
58,5,3,2,91,3,2,1,68,4,1,2,1,easy-moderate
94,4,3,1,125,4,3,1,62,5,1,2,1,easy-moderate
119,3,1,2,95,4,1,2,110,4,3,2,1,easy-moderate
63,5,2,1,68,3,3,1,101,5,1,2,1,easy-moderate
76,4,3,2,117,4,1,2,70,3,3,1,1,easy-moderate
107,3,2,1,74,5,2,1,67,5,1,2,1,easy-moderate
105,3,3,2,126,4,2,1,80,3,3,1,1,easy-moderate
95,3,2,1,65,5,2,2,68,4,2,1,1,easy-moderate
90,5,1,2,101,3,2,1,84,4,1,2,1,easy-moderate
94,4,2,2,78,5,1,1,70,4,3,1,1,easy-moderate
56,5,2,1,90,4,2,1,116,3,3,2,1,easy-moderate
102,4,3,1,72,3,2,1,102,3,1,1,1,easy-moderate
129,4,3,1,90,4,2,1,106,5,3,1,1,easy-moderate
120,3,2,1,129,4,2,2,109,3,1,1,1,easy-moderate
70,4,2,1,120,5,3,2,88,3,3,1,1,easy-moderate
84,5,2,2,62,5,3,2,57,5,1,1,1,easy-moderate
120,5,1,2,76,5,3,2,95,5,1,1,1,easy-moderate
59,4,3,1,120,3,1,2,75,4,1,2,1,easy-moderate
92,5,1,1,116,3,3,2,70,4,3,1,1,easy-moderate
81,4,3,1,59,4,1,2,66,5,3,2,1,easy-moderate
56,5,1,1,113,3,1,2,114,3,3,2,1,easy-moderate
60,3,1,2,70,4,3,2,100,5,2,1,1,easy-moderate
57,4,2,2,61,3,3,1,122,5,1,2,1,easy-moderate
67,5,2,1,125,4,2,1,111,4,3,2,1,easy-moderate
80,5,1,1,63,5,3,1,102,4,2,2,1,easy-moderate
77,3,3,2,78,4,3,1,129,3,2,2,1,easy-moderate
64,3,1,2,67,5,3,1,123,3,1,1,1,easy-moderate
92,3,1,1,56,5,1,2,78,5,1,1,1,easy-moderate
91,4,1,2,93,4,3,2,55,4,1,1,1,easy-moderate
113,4,1,1,60,4,3,2,121,3,2,1,1,easy-moderate
58,4,3,1,94,3,3,1,62,5,2,2,1,easy-moderate
124,4,2,1,118,5,3,2,74,4,3,2,1,easy-moderate
83,5,1,1,102,4,3,2,91,4,1,2,1,easy-moderate
86,4,2,2,115,4,1,1,116,5,1,2,1,easy-moderate
63,5,1,2,72,4,2,2,106,4,2,1,1,easy-moderate
85,3,1,2,115,3,1,2,87,5,2,1,1,easy-moderate
57,3,1,2,86,3,2,2,58,3,2,1,1,easy-moderate
55,3,2,2,64,3,1,2,64,3,3,2,1,easy-moderate
61,4,2,2,106,4,3,2,62,4,3,2,1,easy-moderate
119,3,3,1,66,5,2,2,108,5,1,2,1,easy-moderate
66,5,2,2,57,4,2,1,119,4,2,2,1,easy-moderate
60,5,1,1,103,3,1,1,87,4,2,1,1,easy-moderate
114,5,2,1,88,4,2,1,101,4,3,1,1,easy-moderate
118,4,3,2,130,4,2,1,58,4,2,1,1,easy-moderate
126,3,3,1,70,3,3,2,99,4,3,2,1,easy-moderate
76,3,2,1,123,5,3,1,79,4,1,1,1,easy-moderate
90,3,2,2,113,4,3,2,94,3,1,1,1,easy-moderate
81,3,3,1,113,4,2,2,114,5,2,2,1,easy-moderate
82,4,2,2,57,5,2,2,61,5,3,1,1,easy-moderate
69,4,3,1,67,5,1,2,117,4,3,2,1,easy-moderate
86,5,3,2,113,5,1,2,76,5,3,2,1,easy-moderate
87,5,3,2,89,3,1,1,99,4,1,1,1,easy-moderate
120,4,1,1,128,3,1,2,85,3,2,1,1,easy-moderate
114,3,3,2,67,5,2,1,76,3,1,2,1,easy-moderate
106,5,1,1,79,5,3,2,99,4,2,2,1,easy-moderate
64,4,3,2,58,4,1,2,121,4,2,2,1,easy-moderate
85,4,3,2,110,5,3,1,77,3,3,2,1,easy-moderate
121,5,3,2,88,4,1,1,110,4,1,2,1,easy-moderate
87,5,2,1,65,5,1,1,81,3,3,1,1,easy-moderate
106,4,3,1,113,3,3,2,87,3,1,2,1,easy-moderate
96,5,2,1,84,4,3,1,107,4,1,2,1,easy-moderate
125,4,3,2,58,5,3,1,94,4,3,2,1,easy-moderate
65,3,2,1,57,4,1,1,83,4,1,2,1,easy-moderate
64,3,2,2,109,4,1,2,77,5,1,1,1,easy-moderate
121,5,3,2,78,5,3,2,104,3,3,1,1,easy-moderate
55,4,3,2,82,4,1,1,107,5,3,2,1,easy-moderate
95,5,1,2,123,3,2,2,66,3,2,2,1,easy-moderate
117,4,1,1,108,5,2,1,67,3,3,1,1,easy-moderate
95,3,1,1,77,5,3,2,81,3,1,2,1,easy-moderate
64,3,1,2,57,4,3,2,55,4,2,2,1,easy-moderate
107,3,3,2,78,3,1,2,63,3,2,1,1,easy-moderate
129,4,1,2,122,4,1,1,113,4,3,2,1,easy-moderate
63,3,3,2,119,3,1,1,87,3,3,2,1,easy-moderate
67,5,2,1,84,3,3,2,57,3,1,1,1,easy-moderate
80,5,3,2,56,4,1,1,82,4,2,1,1,easy-moderate
124,4,3,2,118,5,1,1,110,3,1,1,1,easy-moderate
111,5,1,2,82,5,1,1,87,5,2,2,1,easy-moderate
60,3,2,2,82,4,1,2,96,5,3,2,1,easy-moderate
94,3,1,2,93,4,2,2,84,4,1,1,1,easy-moderate
61,4,3,2,78,3,3,2,66,5,3,2,1,easy-moderate
128,4,1,1,104,5,2,1,119,3,2,1,1,easy-moderate
104,3,2,1,99,5,2,2,77,3,2,1,1,easy-moderate
79,4,1,2,61,3,2,1,74,5,1,2,1,easy-moderate
111,3,2,1,95,4,3,2,62,5,3,2,1,easy-moderate
62,5,2,2,62,4,1,2,111,3,2,2,1,easy-moderate
94,5,1,2,116,5,1,2,95,4,3,1,1,easy-moderate
84,3,3,2,99,3,1,1,82,3,3,2,1,easy-moderate
120,3,1,1,56,3,2,1,69,4,2,2,1,easy-moderate
61,4,2,2,81,4,3,1,97,5,3,1,1,easy-moderate
57,5,2,2,105,4,1,2,68,4,3,1,1,easy-moderate
64,5,3,1,103,5,3,2,124,3,2,1,1,easy-moderate
101,3,2,1,111,5,3,1,82,3,1,1,1,easy-moderate
